"","Indicator.Code","Year","count","Indicator.Name"
"660","EN.ATM.CO2E.EG.ZS",1986,110,"CO2 intensity (kg per kg of oil equivalent energy use)"
"661","EN.ATM.CO2E.EG.ZS",1987,110,"CO2 intensity (kg per kg of oil equivalent energy use)"
"662","EN.ATM.CO2E.EG.ZS",1988,110,"CO2 intensity (kg per kg of oil equivalent energy use)"
"663","EN.ATM.CO2E.EG.ZS",1989,110,"CO2 intensity (kg per kg of oil equivalent energy use)"
"664","EN.ATM.CO2E.EG.ZS",1990,158,"CO2 intensity (kg per kg of oil equivalent energy use)"
"665","EN.ATM.CO2E.EG.ZS",1991,132,"CO2 intensity (kg per kg of oil equivalent energy use)"
"666","EN.ATM.CO2E.EG.ZS",1992,133,"CO2 intensity (kg per kg of oil equivalent energy use)"
"667","EN.ATM.CO2E.EG.ZS",1993,133,"CO2 intensity (kg per kg of oil equivalent energy use)"
"668","EN.ATM.CO2E.EG.ZS",1994,133,"CO2 intensity (kg per kg of oil equivalent energy use)"
"669","EN.ATM.CO2E.EG.ZS",1995,134,"CO2 intensity (kg per kg of oil equivalent energy use)"
"670","EN.ATM.CO2E.EG.ZS",1996,134,"CO2 intensity (kg per kg of oil equivalent energy use)"
"671","EN.ATM.CO2E.EG.ZS",1997,134,"CO2 intensity (kg per kg of oil equivalent energy use)"
"672","EN.ATM.CO2E.EG.ZS",1998,134,"CO2 intensity (kg per kg of oil equivalent energy use)"
"673","EN.ATM.CO2E.EG.ZS",1999,134,"CO2 intensity (kg per kg of oil equivalent energy use)"
"674","EN.ATM.CO2E.EG.ZS",2000,136,"CO2 intensity (kg per kg of oil equivalent energy use)"
"675","EN.ATM.CO2E.EG.ZS",2001,136,"CO2 intensity (kg per kg of oil equivalent energy use)"
"676","EN.ATM.CO2E.EG.ZS",2002,136,"CO2 intensity (kg per kg of oil equivalent energy use)"
"677","EN.ATM.CO2E.EG.ZS",2003,136,"CO2 intensity (kg per kg of oil equivalent energy use)"
"678","EN.ATM.CO2E.EG.ZS",2004,166,"CO2 intensity (kg per kg of oil equivalent energy use)"
"679","EN.ATM.CO2E.EG.ZS",2005,167,"CO2 intensity (kg per kg of oil equivalent energy use)"
"680","EN.ATM.CO2E.EG.ZS",2006,167,"CO2 intensity (kg per kg of oil equivalent energy use)"
"681","EN.ATM.CO2E.EG.ZS",2007,167,"CO2 intensity (kg per kg of oil equivalent energy use)"
"682","EN.ATM.CO2E.EG.ZS",2008,137,"CO2 intensity (kg per kg of oil equivalent energy use)"
"683","EN.ATM.CO2E.EG.ZS",2009,137,"CO2 intensity (kg per kg of oil equivalent energy use)"
"684","EN.ATM.CO2E.EG.ZS",2010,137,"CO2 intensity (kg per kg of oil equivalent energy use)"
"685","EN.ATM.CO2E.EG.ZS",2011,137,"CO2 intensity (kg per kg of oil equivalent energy use)"
"686","EN.ATM.CO2E.EG.ZS",2012,138,"CO2 intensity (kg per kg of oil equivalent energy use)"
"687","EN.ATM.CO2E.EG.ZS",2013,138,"CO2 intensity (kg per kg of oil equivalent energy use)"
"688","EN.ATM.CO2E.EG.ZS",2014,132,"CO2 intensity (kg per kg of oil equivalent energy use)"
"689","EN.ATM.CO2E.EG.ZS",2015,34,"CO2 intensity (kg per kg of oil equivalent energy use)"
"690","EN.ATM.CO2E.GF.KT",1960,156,"CO2 emissions from gaseous fuel consumption (kt)"
"691","EN.ATM.CO2E.GF.KT",1961,157,"CO2 emissions from gaseous fuel consumption (kt)"
"692","EN.ATM.CO2E.GF.KT",1962,159,"CO2 emissions from gaseous fuel consumption (kt)"
"693","EN.ATM.CO2E.GF.KT",1963,160,"CO2 emissions from gaseous fuel consumption (kt)"
"694","EN.ATM.CO2E.GF.KT",1964,166,"CO2 emissions from gaseous fuel consumption (kt)"
"695","EN.ATM.CO2E.GF.KT",1965,166,"CO2 emissions from gaseous fuel consumption (kt)"
"696","EN.ATM.CO2E.GF.KT",1966,166,"CO2 emissions from gaseous fuel consumption (kt)"
"697","EN.ATM.CO2E.GF.KT",1967,166,"CO2 emissions from gaseous fuel consumption (kt)"
"698","EN.ATM.CO2E.GF.KT",1968,166,"CO2 emissions from gaseous fuel consumption (kt)"
"699","EN.ATM.CO2E.GF.KT",1969,166,"CO2 emissions from gaseous fuel consumption (kt)"
"700","EN.ATM.CO2E.GF.KT",1970,167,"CO2 emissions from gaseous fuel consumption (kt)"
"701","EN.ATM.CO2E.GF.KT",1971,168,"CO2 emissions from gaseous fuel consumption (kt)"
"702","EN.ATM.CO2E.GF.KT",1972,169,"CO2 emissions from gaseous fuel consumption (kt)"
"703","EN.ATM.CO2E.GF.KT",1973,169,"CO2 emissions from gaseous fuel consumption (kt)"
"704","EN.ATM.CO2E.GF.KT",1974,169,"CO2 emissions from gaseous fuel consumption (kt)"
"705","EN.ATM.CO2E.GF.KT",1975,169,"CO2 emissions from gaseous fuel consumption (kt)"
"706","EN.ATM.CO2E.GF.KT",1976,169,"CO2 emissions from gaseous fuel consumption (kt)"
"707","EN.ATM.CO2E.GF.KT",1977,169,"CO2 emissions from gaseous fuel consumption (kt)"
"708","EN.ATM.CO2E.GF.KT",1978,169,"CO2 emissions from gaseous fuel consumption (kt)"
"709","EN.ATM.CO2E.GF.KT",1979,169,"CO2 emissions from gaseous fuel consumption (kt)"
"710","EN.ATM.CO2E.GF.KT",1980,169,"CO2 emissions from gaseous fuel consumption (kt)"
"711","EN.ATM.CO2E.GF.KT",1981,169,"CO2 emissions from gaseous fuel consumption (kt)"
"712","EN.ATM.CO2E.GF.KT",1982,169,"CO2 emissions from gaseous fuel consumption (kt)"
"713","EN.ATM.CO2E.GF.KT",1983,169,"CO2 emissions from gaseous fuel consumption (kt)"
"714","EN.ATM.CO2E.GF.KT",1984,169,"CO2 emissions from gaseous fuel consumption (kt)"
"715","EN.ATM.CO2E.GF.KT",1985,169,"CO2 emissions from gaseous fuel consumption (kt)"
"716","EN.ATM.CO2E.GF.KT",1986,169,"CO2 emissions from gaseous fuel consumption (kt)"
"717","EN.ATM.CO2E.GF.KT",1987,169,"CO2 emissions from gaseous fuel consumption (kt)"
"718","EN.ATM.CO2E.GF.KT",1988,169,"CO2 emissions from gaseous fuel consumption (kt)"
"719","EN.ATM.CO2E.GF.KT",1989,169,"CO2 emissions from gaseous fuel consumption (kt)"
"720","EN.ATM.CO2E.GF.KT",1990,176,"CO2 emissions from gaseous fuel consumption (kt)"
"721","EN.ATM.CO2E.GF.KT",1991,177,"CO2 emissions from gaseous fuel consumption (kt)"
"722","EN.ATM.CO2E.GF.KT",1992,198,"CO2 emissions from gaseous fuel consumption (kt)"
"723","EN.ATM.CO2E.GF.KT",1993,198,"CO2 emissions from gaseous fuel consumption (kt)"
"724","EN.ATM.CO2E.GF.KT",1994,199,"CO2 emissions from gaseous fuel consumption (kt)"
"725","EN.ATM.CO2E.GF.KT",1995,199,"CO2 emissions from gaseous fuel consumption (kt)"
"726","EN.ATM.CO2E.GF.KT",1996,199,"CO2 emissions from gaseous fuel consumption (kt)"
"727","EN.ATM.CO2E.GF.KT",1997,199,"CO2 emissions from gaseous fuel consumption (kt)"
"728","EN.ATM.CO2E.GF.KT",1998,199,"CO2 emissions from gaseous fuel consumption (kt)"
"729","EN.ATM.CO2E.GF.KT",1999,199,"CO2 emissions from gaseous fuel consumption (kt)"
"730","EN.ATM.CO2E.GF.KT",2000,199,"CO2 emissions from gaseous fuel consumption (kt)"
"731","EN.ATM.CO2E.GF.KT",2001,199,"CO2 emissions from gaseous fuel consumption (kt)"
"732","EN.ATM.CO2E.GF.KT",2002,200,"CO2 emissions from gaseous fuel consumption (kt)"
"733","EN.ATM.CO2E.GF.KT",2003,200,"CO2 emissions from gaseous fuel consumption (kt)"
"734","EN.ATM.CO2E.GF.KT",2004,200,"CO2 emissions from gaseous fuel consumption (kt)"
"735","EN.ATM.CO2E.GF.KT",2005,201,"CO2 emissions from gaseous fuel consumption (kt)"
"736","EN.ATM.CO2E.GF.KT",2006,202,"CO2 emissions from gaseous fuel consumption (kt)"
"737","EN.ATM.CO2E.GF.KT",2007,203,"CO2 emissions from gaseous fuel consumption (kt)"
"738","EN.ATM.CO2E.GF.KT",2008,204,"CO2 emissions from gaseous fuel consumption (kt)"
"739","EN.ATM.CO2E.GF.KT",2009,204,"CO2 emissions from gaseous fuel consumption (kt)"
"740","EN.ATM.CO2E.GF.KT",2010,204,"CO2 emissions from gaseous fuel consumption (kt)"
"741","EN.ATM.CO2E.GF.KT",2011,204,"CO2 emissions from gaseous fuel consumption (kt)"
"742","EN.ATM.CO2E.GF.KT",2012,207,"CO2 emissions from gaseous fuel consumption (kt)"
"743","EN.ATM.CO2E.GF.KT",2013,207,"CO2 emissions from gaseous fuel consumption (kt)"
"744","EN.ATM.CO2E.GF.KT",2014,207,"CO2 emissions from gaseous fuel consumption (kt)"
"745","EN.ATM.CO2E.GF.KT",2015,204,"CO2 emissions from gaseous fuel consumption (kt)"
"746","EN.ATM.CO2E.GF.KT",2016,204,"CO2 emissions from gaseous fuel consumption (kt)"
"747","EN.ATM.CO2E.GF.ZS",1960,156,"CO2 emissions from gaseous fuel consumption (% of total)"
"748","EN.ATM.CO2E.GF.ZS",1961,157,"CO2 emissions from gaseous fuel consumption (% of total)"
"749","EN.ATM.CO2E.GF.ZS",1962,159,"CO2 emissions from gaseous fuel consumption (% of total)"
"750","EN.ATM.CO2E.GF.ZS",1963,160,"CO2 emissions from gaseous fuel consumption (% of total)"
"751","EN.ATM.CO2E.GF.ZS",1964,166,"CO2 emissions from gaseous fuel consumption (% of total)"
"752","EN.ATM.CO2E.GF.ZS",1965,166,"CO2 emissions from gaseous fuel consumption (% of total)"
"753","EN.ATM.CO2E.GF.ZS",1966,166,"CO2 emissions from gaseous fuel consumption (% of total)"
"754","EN.ATM.CO2E.GF.ZS",1967,166,"CO2 emissions from gaseous fuel consumption (% of total)"
"755","EN.ATM.CO2E.GF.ZS",1968,166,"CO2 emissions from gaseous fuel consumption (% of total)"
"756","EN.ATM.CO2E.GF.ZS",1969,166,"CO2 emissions from gaseous fuel consumption (% of total)"
"757","EN.ATM.CO2E.GF.ZS",1970,167,"CO2 emissions from gaseous fuel consumption (% of total)"
"758","EN.ATM.CO2E.GF.ZS",1971,168,"CO2 emissions from gaseous fuel consumption (% of total)"
"759","EN.ATM.CO2E.GF.ZS",1972,169,"CO2 emissions from gaseous fuel consumption (% of total)"
"760","EN.ATM.CO2E.GF.ZS",1973,169,"CO2 emissions from gaseous fuel consumption (% of total)"
"761","EN.ATM.CO2E.GF.ZS",1974,169,"CO2 emissions from gaseous fuel consumption (% of total)"
"762","EN.ATM.CO2E.GF.ZS",1975,169,"CO2 emissions from gaseous fuel consumption (% of total)"
"763","EN.ATM.CO2E.GF.ZS",1976,169,"CO2 emissions from gaseous fuel consumption (% of total)"
"764","EN.ATM.CO2E.GF.ZS",1977,169,"CO2 emissions from gaseous fuel consumption (% of total)"
"765","EN.ATM.CO2E.GF.ZS",1978,169,"CO2 emissions from gaseous fuel consumption (% of total)"
"766","EN.ATM.CO2E.GF.ZS",1979,169,"CO2 emissions from gaseous fuel consumption (% of total)"
"767","EN.ATM.CO2E.GF.ZS",1980,169,"CO2 emissions from gaseous fuel consumption (% of total)"
"768","EN.ATM.CO2E.GF.ZS",1981,169,"CO2 emissions from gaseous fuel consumption (% of total)"
"769","EN.ATM.CO2E.GF.ZS",1982,169,"CO2 emissions from gaseous fuel consumption (% of total)"
"770","EN.ATM.CO2E.GF.ZS",1983,169,"CO2 emissions from gaseous fuel consumption (% of total)"
"771","EN.ATM.CO2E.GF.ZS",1984,169,"CO2 emissions from gaseous fuel consumption (% of total)"
"772","EN.ATM.CO2E.GF.ZS",1985,169,"CO2 emissions from gaseous fuel consumption (% of total)"
"773","EN.ATM.CO2E.GF.ZS",1986,169,"CO2 emissions from gaseous fuel consumption (% of total)"
"774","EN.ATM.CO2E.GF.ZS",1987,169,"CO2 emissions from gaseous fuel consumption (% of total)"
"775","EN.ATM.CO2E.GF.ZS",1988,169,"CO2 emissions from gaseous fuel consumption (% of total)"
"776","EN.ATM.CO2E.GF.ZS",1989,169,"CO2 emissions from gaseous fuel consumption (% of total)"
"777","EN.ATM.CO2E.GF.ZS",1990,160,"CO2 emissions from gaseous fuel consumption (% of total)"
"778","EN.ATM.CO2E.GF.ZS",1991,162,"CO2 emissions from gaseous fuel consumption (% of total)"
"779","EN.ATM.CO2E.GF.ZS",1992,185,"CO2 emissions from gaseous fuel consumption (% of total)"
"780","EN.ATM.CO2E.GF.ZS",1993,185,"CO2 emissions from gaseous fuel consumption (% of total)"
"781","EN.ATM.CO2E.GF.ZS",1994,186,"CO2 emissions from gaseous fuel consumption (% of total)"
"782","EN.ATM.CO2E.GF.ZS",1995,186,"CO2 emissions from gaseous fuel consumption (% of total)"
"783","EN.ATM.CO2E.GF.ZS",1996,186,"CO2 emissions from gaseous fuel consumption (% of total)"
"784","EN.ATM.CO2E.GF.ZS",1997,186,"CO2 emissions from gaseous fuel consumption (% of total)"
"785","EN.ATM.CO2E.GF.ZS",1998,186,"CO2 emissions from gaseous fuel consumption (% of total)"
"786","EN.ATM.CO2E.GF.ZS",1999,186,"CO2 emissions from gaseous fuel consumption (% of total)"
"787","EN.ATM.CO2E.GF.ZS",2000,186,"CO2 emissions from gaseous fuel consumption (% of total)"
"788","EN.ATM.CO2E.GF.ZS",2001,186,"CO2 emissions from gaseous fuel consumption (% of total)"
"789","EN.ATM.CO2E.GF.ZS",2002,187,"CO2 emissions from gaseous fuel consumption (% of total)"
"790","EN.ATM.CO2E.GF.ZS",2003,187,"CO2 emissions from gaseous fuel consumption (% of total)"
"791","EN.ATM.CO2E.GF.ZS",2004,187,"CO2 emissions from gaseous fuel consumption (% of total)"
"792","EN.ATM.CO2E.GF.ZS",2005,188,"CO2 emissions from gaseous fuel consumption (% of total)"
"793","EN.ATM.CO2E.GF.ZS",2006,189,"CO2 emissions from gaseous fuel consumption (% of total)"
"794","EN.ATM.CO2E.GF.ZS",2007,190,"CO2 emissions from gaseous fuel consumption (% of total)"
"795","EN.ATM.CO2E.GF.ZS",2008,190,"CO2 emissions from gaseous fuel consumption (% of total)"
"796","EN.ATM.CO2E.GF.ZS",2009,190,"CO2 emissions from gaseous fuel consumption (% of total)"
"797","EN.ATM.CO2E.GF.ZS",2010,190,"CO2 emissions from gaseous fuel consumption (% of total)"
"798","EN.ATM.CO2E.GF.ZS",2011,190,"CO2 emissions from gaseous fuel consumption (% of total)"
"799","EN.ATM.CO2E.GF.ZS",2012,191,"CO2 emissions from gaseous fuel consumption (% of total)"
"800","EN.ATM.CO2E.GF.ZS",2013,191,"CO2 emissions from gaseous fuel consumption (% of total)"
"801","EN.ATM.CO2E.GF.ZS",2014,191,"CO2 emissions from gaseous fuel consumption (% of total)"
"802","EN.ATM.CO2E.GF.ZS",2015,189,"CO2 emissions from gaseous fuel consumption (% of total)"
"803","EN.ATM.CO2E.GF.ZS",2016,189,"CO2 emissions from gaseous fuel consumption (% of total)"
"804","EN.ATM.CO2E.KD.GD",1960,79,"CO2 emissions (kg per 2015 US$ of GDP)"
"805","EN.ATM.CO2E.KD.GD",1961,82,"CO2 emissions (kg per 2015 US$ of GDP)"
"806","EN.ATM.CO2E.KD.GD",1962,83,"CO2 emissions (kg per 2015 US$ of GDP)"
"807","EN.ATM.CO2E.KD.GD",1963,84,"CO2 emissions (kg per 2015 US$ of GDP)"
"808","EN.ATM.CO2E.KD.GD",1964,87,"CO2 emissions (kg per 2015 US$ of GDP)"
"809","EN.ATM.CO2E.KD.GD",1965,90,"CO2 emissions (kg per 2015 US$ of GDP)"
"810","EN.ATM.CO2E.KD.GD",1966,93,"CO2 emissions (kg per 2015 US$ of GDP)"
"811","EN.ATM.CO2E.KD.GD",1967,94,"CO2 emissions (kg per 2015 US$ of GDP)"
"812","EN.ATM.CO2E.KD.GD",1968,96,"CO2 emissions (kg per 2015 US$ of GDP)"
"813","EN.ATM.CO2E.KD.GD",1969,96,"CO2 emissions (kg per 2015 US$ of GDP)"
"814","EN.ATM.CO2E.KD.GD",1970,103,"CO2 emissions (kg per 2015 US$ of GDP)"
"815","EN.ATM.CO2E.KD.GD",1971,103,"CO2 emissions (kg per 2015 US$ of GDP)"
"816","EN.ATM.CO2E.KD.GD",1972,104,"CO2 emissions (kg per 2015 US$ of GDP)"
"817","EN.ATM.CO2E.KD.GD",1973,104,"CO2 emissions (kg per 2015 US$ of GDP)"
"818","EN.ATM.CO2E.KD.GD",1974,106,"CO2 emissions (kg per 2015 US$ of GDP)"
"819","EN.ATM.CO2E.KD.GD",1975,108,"CO2 emissions (kg per 2015 US$ of GDP)"
"820","EN.ATM.CO2E.KD.GD",1976,110,"CO2 emissions (kg per 2015 US$ of GDP)"
"821","EN.ATM.CO2E.KD.GD",1977,116,"CO2 emissions (kg per 2015 US$ of GDP)"
"822","EN.ATM.CO2E.KD.GD",1978,116,"CO2 emissions (kg per 2015 US$ of GDP)"
"823","EN.ATM.CO2E.KD.GD",1979,117,"CO2 emissions (kg per 2015 US$ of GDP)"
"824","EN.ATM.CO2E.KD.GD",1980,128,"CO2 emissions (kg per 2015 US$ of GDP)"
"825","EN.ATM.CO2E.KD.GD",1981,131,"CO2 emissions (kg per 2015 US$ of GDP)"
"826","EN.ATM.CO2E.KD.GD",1982,134,"CO2 emissions (kg per 2015 US$ of GDP)"
"827","EN.ATM.CO2E.KD.GD",1983,134,"CO2 emissions (kg per 2015 US$ of GDP)"
"828","EN.ATM.CO2E.KD.GD",1984,136,"CO2 emissions (kg per 2015 US$ of GDP)"
"829","EN.ATM.CO2E.KD.GD",1985,136,"CO2 emissions (kg per 2015 US$ of GDP)"
"830","EN.ATM.CO2E.KD.GD",1986,138,"CO2 emissions (kg per 2015 US$ of GDP)"
"831","EN.ATM.CO2E.KD.GD",1987,138,"CO2 emissions (kg per 2015 US$ of GDP)"
"832","EN.ATM.CO2E.KD.GD",1988,140,"CO2 emissions (kg per 2015 US$ of GDP)"
"833","EN.ATM.CO2E.KD.GD",1989,141,"CO2 emissions (kg per 2015 US$ of GDP)"
"834","EN.ATM.CO2E.KD.GD",1990,157,"CO2 emissions (kg per 2015 US$ of GDP)"
"835","EN.ATM.CO2E.KD.GD",1991,159,"CO2 emissions (kg per 2015 US$ of GDP)"
"836","EN.ATM.CO2E.KD.GD",1992,161,"CO2 emissions (kg per 2015 US$ of GDP)"
"837","EN.ATM.CO2E.KD.GD",1993,162,"CO2 emissions (kg per 2015 US$ of GDP)"
"838","EN.ATM.CO2E.KD.GD",1994,163,"CO2 emissions (kg per 2015 US$ of GDP)"
"839","EN.ATM.CO2E.KD.GD",1995,173,"CO2 emissions (kg per 2015 US$ of GDP)"
"840","EN.ATM.CO2E.KD.GD",1996,173,"CO2 emissions (kg per 2015 US$ of GDP)"
"841","EN.ATM.CO2E.KD.GD",1997,175,"CO2 emissions (kg per 2015 US$ of GDP)"
"842","EN.ATM.CO2E.KD.GD",1998,175,"CO2 emissions (kg per 2015 US$ of GDP)"
"843","EN.ATM.CO2E.KD.GD",1999,176,"CO2 emissions (kg per 2015 US$ of GDP)"
"844","EN.ATM.CO2E.KD.GD",2000,180,"CO2 emissions (kg per 2015 US$ of GDP)"
"845","EN.ATM.CO2E.KD.GD",2001,181,"CO2 emissions (kg per 2015 US$ of GDP)"
"846","EN.ATM.CO2E.KD.GD",2002,182,"CO2 emissions (kg per 2015 US$ of GDP)"
"847","EN.ATM.CO2E.KD.GD",2003,182,"CO2 emissions (kg per 2015 US$ of GDP)"
"848","EN.ATM.CO2E.KD.GD",2004,183,"CO2 emissions (kg per 2015 US$ of GDP)"
"849","EN.ATM.CO2E.KD.GD",2005,183,"CO2 emissions (kg per 2015 US$ of GDP)"
"850","EN.ATM.CO2E.KD.GD",2006,183,"CO2 emissions (kg per 2015 US$ of GDP)"
"851","EN.ATM.CO2E.KD.GD",2007,183,"CO2 emissions (kg per 2015 US$ of GDP)"
"852","EN.ATM.CO2E.KD.GD",2008,184,"CO2 emissions (kg per 2015 US$ of GDP)"
"853","EN.ATM.CO2E.KD.GD",2009,184,"CO2 emissions (kg per 2015 US$ of GDP)"
"854","EN.ATM.CO2E.KD.GD",2010,184,"CO2 emissions (kg per 2015 US$ of GDP)"
"855","EN.ATM.CO2E.KD.GD",2011,184,"CO2 emissions (kg per 2015 US$ of GDP)"
"856","EN.ATM.CO2E.KD.GD",2012,184,"CO2 emissions (kg per 2015 US$ of GDP)"
"857","EN.ATM.CO2E.KD.GD",2013,186,"CO2 emissions (kg per 2015 US$ of GDP)"
"858","EN.ATM.CO2E.KD.GD",2014,186,"CO2 emissions (kg per 2015 US$ of GDP)"
"859","EN.ATM.CO2E.KD.GD",2015,187,"CO2 emissions (kg per 2015 US$ of GDP)"
"860","EN.ATM.CO2E.KD.GD",2016,185,"CO2 emissions (kg per 2015 US$ of GDP)"
"861","EN.ATM.CO2E.KD.GD",2017,185,"CO2 emissions (kg per 2015 US$ of GDP)"
"862","EN.ATM.CO2E.KD.GD",2018,185,"CO2 emissions (kg per 2015 US$ of GDP)"
"863","EN.ATM.CO2E.KT",1960,155,"CO2 emissions (kt)"
"864","EN.ATM.CO2E.KT",1961,156,"CO2 emissions (kt)"
"865","EN.ATM.CO2E.KT",1962,158,"CO2 emissions (kt)"
"866","EN.ATM.CO2E.KT",1963,159,"CO2 emissions (kt)"
"867","EN.ATM.CO2E.KT",1964,165,"CO2 emissions (kt)"
"868","EN.ATM.CO2E.KT",1965,165,"CO2 emissions (kt)"
"869","EN.ATM.CO2E.KT",1966,165,"CO2 emissions (kt)"
"870","EN.ATM.CO2E.KT",1967,165,"CO2 emissions (kt)"
"871","EN.ATM.CO2E.KT",1968,165,"CO2 emissions (kt)"
"872","EN.ATM.CO2E.KT",1969,165,"CO2 emissions (kt)"
"873","EN.ATM.CO2E.KT",1970,166,"CO2 emissions (kt)"
"874","EN.ATM.CO2E.KT",1971,167,"CO2 emissions (kt)"
"875","EN.ATM.CO2E.KT",1972,168,"CO2 emissions (kt)"
"876","EN.ATM.CO2E.KT",1973,168,"CO2 emissions (kt)"
"877","EN.ATM.CO2E.KT",1974,168,"CO2 emissions (kt)"
"878","EN.ATM.CO2E.KT",1975,168,"CO2 emissions (kt)"
"879","EN.ATM.CO2E.KT",1976,168,"CO2 emissions (kt)"
"880","EN.ATM.CO2E.KT",1977,168,"CO2 emissions (kt)"
"881","EN.ATM.CO2E.KT",1978,168,"CO2 emissions (kt)"
"882","EN.ATM.CO2E.KT",1979,168,"CO2 emissions (kt)"
"883","EN.ATM.CO2E.KT",1980,168,"CO2 emissions (kt)"
"884","EN.ATM.CO2E.KT",1981,168,"CO2 emissions (kt)"
"885","EN.ATM.CO2E.KT",1982,168,"CO2 emissions (kt)"
"886","EN.ATM.CO2E.KT",1983,168,"CO2 emissions (kt)"
"887","EN.ATM.CO2E.KT",1984,168,"CO2 emissions (kt)"
"888","EN.ATM.CO2E.KT",1985,168,"CO2 emissions (kt)"
"889","EN.ATM.CO2E.KT",1986,169,"CO2 emissions (kt)"
"890","EN.ATM.CO2E.KT",1987,169,"CO2 emissions (kt)"
"891","EN.ATM.CO2E.KT",1988,169,"CO2 emissions (kt)"
"892","EN.ATM.CO2E.KT",1989,169,"CO2 emissions (kt)"
"893","EN.ATM.CO2E.KT",1990,190,"CO2 emissions (kt)"
"894","EN.ATM.CO2E.KT",1991,191,"CO2 emissions (kt)"
"895","EN.ATM.CO2E.KT",1992,191,"CO2 emissions (kt)"
"896","EN.ATM.CO2E.KT",1993,191,"CO2 emissions (kt)"
"897","EN.ATM.CO2E.KT",1994,191,"CO2 emissions (kt)"
"898","EN.ATM.CO2E.KT",1995,191,"CO2 emissions (kt)"
"899","EN.ATM.CO2E.KT",1996,191,"CO2 emissions (kt)"
"900","EN.ATM.CO2E.KT",1997,191,"CO2 emissions (kt)"
"901","EN.ATM.CO2E.KT",1998,191,"CO2 emissions (kt)"
"902","EN.ATM.CO2E.KT",1999,191,"CO2 emissions (kt)"
"903","EN.ATM.CO2E.KT",2000,191,"CO2 emissions (kt)"
"904","EN.ATM.CO2E.KT",2001,191,"CO2 emissions (kt)"
"905","EN.ATM.CO2E.KT",2002,191,"CO2 emissions (kt)"
"906","EN.ATM.CO2E.KT",2003,191,"CO2 emissions (kt)"
"907","EN.ATM.CO2E.KT",2004,191,"CO2 emissions (kt)"
"908","EN.ATM.CO2E.KT",2005,191,"CO2 emissions (kt)"
"909","EN.ATM.CO2E.KT",2006,191,"CO2 emissions (kt)"
"910","EN.ATM.CO2E.KT",2007,191,"CO2 emissions (kt)"
"911","EN.ATM.CO2E.KT",2008,191,"CO2 emissions (kt)"
"912","EN.ATM.CO2E.KT",2009,191,"CO2 emissions (kt)"
"913","EN.ATM.CO2E.KT",2010,191,"CO2 emissions (kt)"
"914","EN.ATM.CO2E.KT",2011,191,"CO2 emissions (kt)"
"915","EN.ATM.CO2E.KT",2012,191,"CO2 emissions (kt)"
"916","EN.ATM.CO2E.KT",2013,191,"CO2 emissions (kt)"
"917","EN.ATM.CO2E.KT",2014,191,"CO2 emissions (kt)"
"918","EN.ATM.CO2E.KT",2015,191,"CO2 emissions (kt)"
"919","EN.ATM.CO2E.KT",2016,191,"CO2 emissions (kt)"
"920","EN.ATM.CO2E.KT",2017,191,"CO2 emissions (kt)"
"921","EN.ATM.CO2E.KT",2018,191,"CO2 emissions (kt)"
"922","EN.ATM.CO2E.LF.KT",1960,156,"CO2 emissions from liquid fuel consumption (kt)"
"923","EN.ATM.CO2E.LF.KT",1961,157,"CO2 emissions from liquid fuel consumption (kt)"
"924","EN.ATM.CO2E.LF.KT",1962,159,"CO2 emissions from liquid fuel consumption (kt)"
"925","EN.ATM.CO2E.LF.KT",1963,160,"CO2 emissions from liquid fuel consumption (kt)"
"926","EN.ATM.CO2E.LF.KT",1964,166,"CO2 emissions from liquid fuel consumption (kt)"
"927","EN.ATM.CO2E.LF.KT",1965,166,"CO2 emissions from liquid fuel consumption (kt)"
"928","EN.ATM.CO2E.LF.KT",1966,166,"CO2 emissions from liquid fuel consumption (kt)"
"929","EN.ATM.CO2E.LF.KT",1967,166,"CO2 emissions from liquid fuel consumption (kt)"
"930","EN.ATM.CO2E.LF.KT",1968,166,"CO2 emissions from liquid fuel consumption (kt)"
"931","EN.ATM.CO2E.LF.KT",1969,166,"CO2 emissions from liquid fuel consumption (kt)"
"932","EN.ATM.CO2E.LF.KT",1970,167,"CO2 emissions from liquid fuel consumption (kt)"
"933","EN.ATM.CO2E.LF.KT",1971,168,"CO2 emissions from liquid fuel consumption (kt)"
"934","EN.ATM.CO2E.LF.KT",1972,169,"CO2 emissions from liquid fuel consumption (kt)"
"935","EN.ATM.CO2E.LF.KT",1973,169,"CO2 emissions from liquid fuel consumption (kt)"
"936","EN.ATM.CO2E.LF.KT",1974,169,"CO2 emissions from liquid fuel consumption (kt)"
"937","EN.ATM.CO2E.LF.KT",1975,169,"CO2 emissions from liquid fuel consumption (kt)"
"938","EN.ATM.CO2E.LF.KT",1976,169,"CO2 emissions from liquid fuel consumption (kt)"
"939","EN.ATM.CO2E.LF.KT",1977,169,"CO2 emissions from liquid fuel consumption (kt)"
"940","EN.ATM.CO2E.LF.KT",1978,169,"CO2 emissions from liquid fuel consumption (kt)"
"941","EN.ATM.CO2E.LF.KT",1979,169,"CO2 emissions from liquid fuel consumption (kt)"
"942","EN.ATM.CO2E.LF.KT",1980,169,"CO2 emissions from liquid fuel consumption (kt)"
"943","EN.ATM.CO2E.LF.KT",1981,169,"CO2 emissions from liquid fuel consumption (kt)"
"944","EN.ATM.CO2E.LF.KT",1982,169,"CO2 emissions from liquid fuel consumption (kt)"
