"","Time","Country","Series","SCALE","Data"
"183","YR2015","AUT","EN.GHG.CO2.LU.DF.MT.CE.AR5",0,1.2313
"184","YR2015","AUT","EN.GHG.CO2.LU.OL.MT.CE.AR5",0,1.5106
"185","YR2016","AUT","EN.GHG.CO2.LU.MT.CE.AR5",0,-8.341
"186","YR2016","AUT","EN.GHG.CO2.LU.FL.MT.CE.AR5",0,-9.987
"187","YR2016","AUT","EN.GHG.CO2.LU.DF.MT.CE.AR5",0,1.2345
"188","YR2016","AUT","EN.GHG.CO2.LU.OL.MT.CE.AR5",0,1.5489
"189","YR2017","AUT","EN.GHG.CO2.LU.MT.CE.AR5",0,-4.6461
"190","YR2017","AUT","EN.GHG.CO2.LU.FL.MT.CE.AR5",0,-5.7211
"191","YR2017","AUT","EN.GHG.CO2.LU.DF.MT.CE.AR5",0,1.2377
"192","YR2017","AUT","EN.GHG.CO2.LU.OL.MT.CE.AR5",0,1.5565
"193","YR2018","AUT","EN.GHG.CO2.LU.MT.CE.AR5",0,1.6166
"194","YR2018","AUT","EN.GHG.CO2.LU.FL.MT.CE.AR5",0,0.8055
"195","YR2018","AUT","EN.GHG.CO2.LU.DF.MT.CE.AR5",0,1.2409
"196","YR2018","AUT","EN.GHG.CO2.LU.OL.MT.CE.AR5",0,1.5396
"197","YR2019","AUT","EN.GHG.CO2.LU.MT.CE.AR5",0,5.7884
"198","YR2019","AUT","EN.GHG.CO2.LU.FL.MT.CE.AR5",0,4.4495
"199","YR2019","AUT","EN.GHG.CO2.LU.DF.MT.CE.AR5",0,1.244
"200","YR2019","AUT","EN.GHG.CO2.LU.OL.MT.CE.AR5",0,1.5566
"201","YR2020","AUT","EN.GHG.CO2.LU.MT.CE.AR5",0,-1.1623
"202","YR2020","AUT","EN.GHG.CO2.LU.FL.MT.CE.AR5",0,-3.8839
"203","YR2020","AUT","EN.GHG.CO2.LU.DF.MT.CE.AR5",0,1.2472
"204","YR2020","AUT","EN.GHG.CO2.LU.OL.MT.CE.AR5",0,1.5962
"205","YR2021","AUT","EN.GHG.CO2.LU.MT.CE.AR5",0,-3.5721
"206","YR2021","AUT","EN.GHG.CO2.LU.FL.MT.CE.AR5",0,-4.5782
"207","YR2021","AUT","EN.GHG.CO2.LU.DF.MT.CE.AR5",0,1.2503
"208","YR2021","AUT","EN.GHG.CO2.LU.OL.MT.CE.AR5",0,1.6452
"209","YR2022","AUT","EN.GHG.CO2.LU.MT.CE.AR5",0,-0.4154
"210","YR2022","AUT","EN.GHG.CO2.LU.FL.MT.CE.AR5",0,-1.3348
"211","YR2022","AUT","EN.GHG.CO2.LU.DF.MT.CE.AR5",0,1.2531
"212","YR2022","AUT","EN.GHG.CO2.LU.OL.MT.CE.AR5",0,1.6582
"213","YR2023","AUT","EN.GHG.CO2.LU.MT.CE.AR5",0,7.3233
"214","YR2023","AUT","EN.GHG.CO2.LU.FL.MT.CE.AR5",0,5.1388
"215","YR2023","AUT","EN.GHG.CO2.LU.DF.MT.CE.AR5",0,1.256
"216","YR2023","AUT","EN.GHG.CO2.LU.OL.MT.CE.AR5",0,1.6582
"217","YR2000","BEL","EN.GHG.CO2.LU.MT.CE.AR5",0,-1.7525
"218","YR2000","BEL","EN.GHG.CO2.LU.FL.MT.CE.AR5",0,-2.0946
"219","YR2000","BEL","EN.GHG.CO2.LU.DF.MT.CE.AR5",0,0.2621
"220","YR2000","BEL","EN.GHG.CO2.LU.OS.MT.CE.AR5",0,0.0753
"221","YR2000","BEL","EN.GHG.CO2.LU.OL.MT.CE.AR5",0,0.424
"222","YR2001","BEL","EN.GHG.CO2.LU.MT.CE.AR5",0,-1.5944
"223","YR2001","BEL","EN.GHG.CO2.LU.FL.MT.CE.AR5",0,-2.1162
"224","YR2001","BEL","EN.GHG.CO2.LU.DF.MT.CE.AR5",0,0.2685
"225","YR2001","BEL","EN.GHG.CO2.LU.OS.MT.CE.AR5",0,0.0753
"226","YR2001","BEL","EN.GHG.CO2.LU.OL.MT.CE.AR5",0,0.436
"227","YR2002","BEL","EN.GHG.CO2.LU.MT.CE.AR5",0,-2.1993
"228","YR2002","BEL","EN.GHG.CO2.LU.FL.MT.CE.AR5",0,-2.0121
"229","YR2002","BEL","EN.GHG.CO2.LU.DF.MT.CE.AR5",0,0.2748
"230","YR2002","BEL","EN.GHG.CO2.LU.OS.MT.CE.AR5",0,0.0753
"231","YR2002","BEL","EN.GHG.CO2.LU.OL.MT.CE.AR5",0,0.4509
"232","YR2003","BEL","EN.GHG.CO2.LU.MT.CE.AR5",0,-2.1066
"233","YR2003","BEL","EN.GHG.CO2.LU.FL.MT.CE.AR5",0,-2.0299
"234","YR2003","BEL","EN.GHG.CO2.LU.DF.MT.CE.AR5",0,0.2811
"235","YR2003","BEL","EN.GHG.CO2.LU.OS.MT.CE.AR5",0,0.0753
"236","YR2003","BEL","EN.GHG.CO2.LU.OL.MT.CE.AR5",0,0.4657
"237","YR2004","BEL","EN.GHG.CO2.LU.MT.CE.AR5",0,-1.8412
"238","YR2004","BEL","EN.GHG.CO2.LU.FL.MT.CE.AR5",0,-2.0476
"239","YR2004","BEL","EN.GHG.CO2.LU.DF.MT.CE.AR5",0,0.2875
"240","YR2004","BEL","EN.GHG.CO2.LU.OS.MT.CE.AR5",0,0.0753
"241","YR2004","BEL","EN.GHG.CO2.LU.OL.MT.CE.AR5",0,0.6144
"242","YR2005","BEL","EN.GHG.CO2.LU.MT.CE.AR5",0,-1.8996
"243","YR2005","BEL","EN.GHG.CO2.LU.FL.MT.CE.AR5",0,-2.0654
"244","YR2005","BEL","EN.GHG.CO2.LU.DF.MT.CE.AR5",0,0.3067
"245","YR2005","BEL","EN.GHG.CO2.LU.OS.MT.CE.AR5",0,0.0753
"246","YR2005","BEL","EN.GHG.CO2.LU.OL.MT.CE.AR5",0,0.6404
"247","YR2006","BEL","EN.GHG.CO2.LU.MT.CE.AR5",0,-1.8873
"248","YR2006","BEL","EN.GHG.CO2.LU.FL.MT.CE.AR5",0,-2.0832
"249","YR2006","BEL","EN.GHG.CO2.LU.DF.MT.CE.AR5",0,0.3135
"250","YR2006","BEL","EN.GHG.CO2.LU.OS.MT.CE.AR5",0,0.0753
"251","YR2006","BEL","EN.GHG.CO2.LU.OL.MT.CE.AR5",0,0.6513
"252","YR2007","BEL","EN.GHG.CO2.LU.MT.CE.AR5",0,-1.5963
"253","YR2007","BEL","EN.GHG.CO2.LU.FL.MT.CE.AR5",0,-2.1009
"254","YR2007","BEL","EN.GHG.CO2.LU.DF.MT.CE.AR5",0,0.3203
"255","YR2007","BEL","EN.GHG.CO2.LU.OS.MT.CE.AR5",0,0.0753
"256","YR2007","BEL","EN.GHG.CO2.LU.OL.MT.CE.AR5",0,0.6598
"257","YR2008","BEL","EN.GHG.CO2.LU.MT.CE.AR5",0,-1.5328
"258","YR2008","BEL","EN.GHG.CO2.LU.FL.MT.CE.AR5",0,-2.1187
"259","YR2008","BEL","EN.GHG.CO2.LU.DF.MT.CE.AR5",0,0.3271
"260","YR2008","BEL","EN.GHG.CO2.LU.OS.MT.CE.AR5",0,0.0753
"261","YR2008","BEL","EN.GHG.CO2.LU.OL.MT.CE.AR5",0,0.6761
"262","YR2009","BEL","EN.GHG.CO2.LU.MT.CE.AR5",0,-1.3778
"263","YR2009","BEL","EN.GHG.CO2.LU.FL.MT.CE.AR5",0,-2.1366
"264","YR2009","BEL","EN.GHG.CO2.LU.DF.MT.CE.AR5",0,0.321
"265","YR2009","BEL","EN.GHG.CO2.LU.OS.MT.CE.AR5",0,0.0753
"266","YR2009","BEL","EN.GHG.CO2.LU.OL.MT.CE.AR5",0,0.6914
"267","YR2010","BEL","EN.GHG.CO2.LU.MT.CE.AR5",0,-0.5287
"268","YR2010","BEL","EN.GHG.CO2.LU.FL.MT.CE.AR5",0,-2.153
"269","YR2010","BEL","EN.GHG.CO2.LU.DF.MT.CE.AR5",0,0.9447
"270","YR2010","BEL","EN.GHG.CO2.LU.OS.MT.CE.AR5",0,0.0753
"271","YR2010","BEL","EN.GHG.CO2.LU.OL.MT.CE.AR5",0,0.6669
"272","YR2011","BEL","EN.GHG.CO2.LU.MT.CE.AR5",0,-0.4912
"273","YR2011","BEL","EN.GHG.CO2.LU.FL.MT.CE.AR5",0,-2.1853
"274","YR2011","BEL","EN.GHG.CO2.LU.DF.MT.CE.AR5",0,0.9594
"275","YR2011","BEL","EN.GHG.CO2.LU.OS.MT.CE.AR5",0,0.0753
"276","YR2011","BEL","EN.GHG.CO2.LU.OL.MT.CE.AR5",0,0.6759
"277","YR2012","BEL","EN.GHG.CO2.LU.MT.CE.AR5",0,-0.543
"278","YR2012","BEL","EN.GHG.CO2.LU.FL.MT.CE.AR5",0,-2.218
"279","YR2012","BEL","EN.GHG.CO2.LU.DF.MT.CE.AR5",0,0.9742
"280","YR2012","BEL","EN.GHG.CO2.LU.OS.MT.CE.AR5",0,0.0753
"281","YR2012","BEL","EN.GHG.CO2.LU.OL.MT.CE.AR5",0,0.6267
"282","YR2013","BEL","EN.GHG.CO2.LU.MT.CE.AR5",0,-0.971
"283","YR2013","BEL","EN.GHG.CO2.LU.FL.MT.CE.AR5",0,-2.0411
"284","YR2013","BEL","EN.GHG.CO2.LU.DF.MT.CE.AR5",0,0.4954
"285","YR2013","BEL","EN.GHG.CO2.LU.OS.MT.CE.AR5",0,0.0753
"286","YR2013","BEL","EN.GHG.CO2.LU.OL.MT.CE.AR5",0,0.651
"287","YR2014","BEL","EN.GHG.CO2.LU.MT.CE.AR5",0,-1.0161
"288","YR2014","BEL","EN.GHG.CO2.LU.FL.MT.CE.AR5",0,-2.0413
"289","YR2014","BEL","EN.GHG.CO2.LU.DF.MT.CE.AR5",0,0.5011
"290","YR2014","BEL","EN.GHG.CO2.LU.OS.MT.CE.AR5",0,0.0753
"291","YR2014","BEL","EN.GHG.CO2.LU.OL.MT.CE.AR5",0,0.6443
"292","YR2015","BEL","EN.GHG.CO2.LU.MT.CE.AR5",0,-0.9043
"293","YR2015","BEL","EN.GHG.CO2.LU.FL.MT.CE.AR5",0,-1.8779
"294","YR2015","BEL","EN.GHG.CO2.LU.DF.MT.CE.AR5",0,0.5043
"295","YR2015","BEL","EN.GHG.CO2.LU.OS.MT.CE.AR5",0,0.0753
"296","YR2015","BEL","EN.GHG.CO2.LU.OL.MT.CE.AR5",0,0.641
"297","YR2016","BEL","EN.GHG.CO2.LU.MT.CE.AR5",0,-0.8317
"298","YR2016","BEL","EN.GHG.CO2.LU.FL.MT.CE.AR5",0,-2.0421
"299","YR2016","BEL","EN.GHG.CO2.LU.DF.MT.CE.AR5",0,0.7521
"300","YR2016","BEL","EN.GHG.CO2.LU.OS.MT.CE.AR5",0,0.0753
"301","YR2016","BEL","EN.GHG.CO2.LU.OL.MT.CE.AR5",0,0.6082
"302","YR2017","BEL","EN.GHG.CO2.LU.MT.CE.AR5",0,-0.7137
"303","YR2017","BEL","EN.GHG.CO2.LU.FL.MT.CE.AR5",0,-2.0452
"304","YR2017","BEL","EN.GHG.CO2.LU.DF.MT.CE.AR5",0,0.7599
"305","YR2017","BEL","EN.GHG.CO2.LU.OS.MT.CE.AR5",0,0.0753
