"","Time","Country","Series","SCALE","Data"
"285","YR1982","ABW","EN.GHG.N2O.TR.MT.CE.AR5",0,0.0001
"286","YR1982","ABW","EN.GHG.N2O.WA.MT.CE.AR5",0,0.0006
"287","YR1983","ABW","EN.GHG.CH4.AG.MT.CE.AR5",0,0
"288","YR1983","ABW","EN.GHG.CH4.BU.MT.CE.AR5",0,0.0001
"289","YR1983","ABW","EN.GHG.CH4.FE.MT.CE.AR5",0,0.0001
"290","YR1983","ABW","EN.GHG.CH4.IC.MT.CE.AR5",0,0
"291","YR1983","ABW","EN.GHG.CH4.PI.MT.CE.AR5",0,0
"292","YR1983","ABW","EN.GHG.CH4.TR.MT.CE.AR5",0,0.0001
"293","YR1983","ABW","EN.GHG.CH4.WA.MT.CE.AR5",0,0.0126
"294","YR1983","ABW","EN.GHG.CO2.BU.MT.CE.AR5",0,0.0182
"295","YR1983","ABW","EN.GHG.CO2.FE.MT.CE.AR5",0,0
"296","YR1983","ABW","EN.GHG.CO2.IC.MT.CE.AR5",0,0.0011
"297","YR1983","ABW","EN.GHG.CO2.IP.MT.CE.AR5",0,0.0009
"298","YR1983","ABW","EN.GHG.CO2.PI.MT.CE.AR5",0,0.0526
"299","YR1983","ABW","EN.GHG.CO2.TR.MT.CE.AR5",0,0.0118
"300","YR1983","ABW","EN.GHG.ALL.MT.CE.AR5",0,0.099
"301","YR1983","ABW","EN.GHG.N2O.AG.MT.CE.AR5",0,0
"302","YR1983","ABW","EN.GHG.N2O.BU.MT.CE.AR5",0,0
"303","YR1983","ABW","EN.GHG.N2O.FE.MT.CE.AR5",0,0
"304","YR1983","ABW","EN.GHG.N2O.IC.MT.CE.AR5",0,0
"305","YR1983","ABW","EN.GHG.N2O.IP.MT.CE.AR5",0,0.0005
"306","YR1983","ABW","EN.GHG.N2O.PI.MT.CE.AR5",0,0.0001
"307","YR1983","ABW","EN.GHG.N2O.TR.MT.CE.AR5",0,0.0001
"308","YR1983","ABW","EN.GHG.N2O.WA.MT.CE.AR5",0,0.0005
"309","YR1984","ABW","EN.GHG.CH4.AG.MT.CE.AR5",0,0
"310","YR1984","ABW","EN.GHG.CH4.BU.MT.CE.AR5",0,0.0001
"311","YR1984","ABW","EN.GHG.CH4.FE.MT.CE.AR5",0,0.0001
"312","YR1984","ABW","EN.GHG.CH4.IC.MT.CE.AR5",0,0
"313","YR1984","ABW","EN.GHG.CH4.PI.MT.CE.AR5",0,0
"314","YR1984","ABW","EN.GHG.CH4.TR.MT.CE.AR5",0,0.0001
"315","YR1984","ABW","EN.GHG.CH4.WA.MT.CE.AR5",0,0.0127
"316","YR1984","ABW","EN.GHG.CO2.BU.MT.CE.AR5",0,0.0206
"317","YR1984","ABW","EN.GHG.CO2.FE.MT.CE.AR5",0,0
"318","YR1984","ABW","EN.GHG.CO2.IC.MT.CE.AR5",0,0.0012
"319","YR1984","ABW","EN.GHG.CO2.IP.MT.CE.AR5",0,0.0009
"320","YR1984","ABW","EN.GHG.CO2.PI.MT.CE.AR5",0,0.0625
"321","YR1984","ABW","EN.GHG.CO2.TR.MT.CE.AR5",0,0.0136
"322","YR1984","ABW","EN.GHG.ALL.MT.CE.AR5",0,0.1136
"323","YR1984","ABW","EN.GHG.N2O.AG.MT.CE.AR5",0,0
"324","YR1984","ABW","EN.GHG.N2O.BU.MT.CE.AR5",0,0.0002
"325","YR1984","ABW","EN.GHG.N2O.FE.MT.CE.AR5",0,0
"326","YR1984","ABW","EN.GHG.N2O.IC.MT.CE.AR5",0,0
"327","YR1984","ABW","EN.GHG.N2O.IP.MT.CE.AR5",0,0.0006
"328","YR1984","ABW","EN.GHG.N2O.PI.MT.CE.AR5",0,0.0001
"329","YR1984","ABW","EN.GHG.N2O.TR.MT.CE.AR5",0,0.0001
"330","YR1984","ABW","EN.GHG.N2O.WA.MT.CE.AR5",0,0.0006
"331","YR1985","ABW","EN.GHG.CH4.AG.MT.CE.AR5",0,0
"332","YR1985","ABW","EN.GHG.CH4.BU.MT.CE.AR5",0,0.0001
"333","YR1985","ABW","EN.GHG.CH4.FE.MT.CE.AR5",0,0.0001
"334","YR1985","ABW","EN.GHG.CH4.IC.MT.CE.AR5",0,0
