Code,License Type,Indicator Name,Long definition,Source,Topic,Periodicity,Aggregation method,License URL
SP.POP.1564.TO,CC BY-4.0,"Population ages 15-64, total","Total population between the ages 15 to 64. Population is based on the de facto definition of population, which counts all residents regardless of legal status or citizenship.",World Bank staff estimates using the World Bank's total population and age/sex distributions of the United Nations Population Division's World Population Prospects: 2019 Revision.,Health: Population: Structure,Annual,Sum,https://datacatalog.worldbank.org/public-licenses#cc-by
